Device,Date,CO,NO2,SO2,O3,rawCO,rawNO2,rawSO2,rawO3,AQI,Temp,Humid,Press,Place
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:53:04,18,0,226,0,1689154,5628259,1694438,5625211,226,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:53:25,18,0,226,0,1689154,5628259,1694438,5625211,226,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:53:46,18,0,226,0,1689212,5628497,1694432,5625153,226,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:54:07,18,0,226,0,1689212,5628497,1694432,5625153,226,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:54:28,18,0,226,0,1689212,5628497,1694432,5625153,226,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:54:49,18,0,227,0,1689350,5628638,1694614,5625172,227,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:55:10,18,0,227,0,1689350,5628638,1694614,5625172,227,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:55:31,18,0,227,0,1689350,5628638,1694614,5625172,227,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:55:52,18,0,227,0,1689153,5628458,1694572,5625454,227,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:56:13,18,0,227,0,1689153,5628458,1694572,5625454,227,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:56:34,18,0,227,0,1689153,5628458,1694572,5625454,227,19.95,61.54,1006.54,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:56:55,17,0,225,500,1688583,5628599,1694301,5563909,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:57:16,17,0,225,500,1688583,5628599,1694301,5563909,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:57:37,17,0,225,500,1688583,5628599,1694301,5563909,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:57:58,17,0,225,500,1688688,5628328,1694341,5563497,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:58:19,17,0,225,500,1688688,5628328,1694341,5563497,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:58:40,17,0,225,500,1688688,5628328,1694341,5563497,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:59:01,17,0,226,500,1688695,5628343,1694470,5563260,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:59:22,17,0,226,500,1688695,5628343,1694470,5563260,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 01:59:43,17,0,226,500,1688695,5628343,1694470,5563260,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:00:04,17,0,227,500,1688679,5628140,1694666,5563259,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:00:25,17,0,227,500,1688679,5628140,1694666,5563259,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:00:46,17,0,227,500,1688679,5628140,1694666,5563259,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:01:07,17,0,227,500,1688679,5628140,1694666,5563259,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:01:28,17,0,227,500,1688679,5628140,1694666,5563259,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:01:49,17,0,227,500,1688679,5628140,1694666,5563259,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:02:10,18,0,228,500,1688907,5627934,1694717,5563577,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:02:31,18,0,228,500,1688907,5627934,1694717,5563577,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:02:52,18,0,228,500,1688907,5627934,1694717,5563577,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:03:13,17,0,225,500,1688346,5627868,1694352,5563336,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:03:34,17,0,225,500,1688346,5627868,1694352,5563336,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:03:56,17,0,225,500,1688346,5627868,1694352,5563336,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:04:17,16,0,223,500,1687914,5627858,1694126,5564079,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:04:38,16,0,223,500,1687914,5627858,1694126,5564079,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:04:59,16,0,223,500,1687914,5627858,1694126,5564079,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:05:20,15,0,224,500,1687462,5627496,1694182,5564058,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:05:41,15,0,224,500,1687462,5627496,1694182,5564058,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:06:02,15,0,224,500,1687462,5627496,1694182,5564058,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:06:23,15,0,224,500,1687462,5627496,1694182,5564058,500,19.97,61.33,1006.47,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:06:44,15,0,220,500,1687393,5627151,1693649,5564078,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:07:05,15,0,220,500,1687393,5627151,1693649,5564078,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:07:26,15,0,220,500,1687393,5627151,1693649,5564078,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:07:47,16,0,217,500,1687785,5627070,1693330,5563286,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:08:08,16,0,217,500,1687785,5627070,1693330,5563286,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:08:29,16,0,217,500,1687785,5627070,1693330,5563286,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:08:50,15,0,215,500,1687574,5626981,1693091,5563501,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:09:11,15,0,215,500,1687574,5626981,1693091,5563501,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:09:32,15,0,215,500,1687574,5626981,1693091,5563501,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:09:53,16,0,219,500,1687723,5626743,1693603,5563514,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:10:14,16,0,219,500,1687723,5626743,1693603,5563514,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:9E - AirifyW5,28-05-2020 02:10:35,16,0,219,500,1687723,5626743,1693603,5563514,500,19.98,61.15,1006.41,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:23:05,500,109,500,0,3019177,5618049,1724209,5625478,0,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:24:06,500,54,491,0,3000821,5619699,1720930,5624542,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:26:43,500,0,433,0,2977897,5621582,1715830,5625729,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:28:14,500,0,397,0,2966483,5622862,1712709,5625873,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:28:59,500,0,397,0,2966483,5622862,1712709,5625873,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:29:20,500,0,376,0,2961815,5623382,1710916,5626027,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:29:41,500,0,376,0,2961815,5623382,1710916,5626027,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:30:02,500,0,376,0,2961815,5623382,1710916,5626027,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:30:29,500,0,368,0,2957330,5623935,1710149,5626676,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:44:08,500,0,247,0,2914469,5625046,1697203,5628452,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:44:29,500,0,240,0,2911888,5625205,1696278,5628563,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:44:50,500,0,240,0,2911888,5625205,1696278,5628563,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:45:11,500,0,240,0,2911888,5625205,1696278,5628563,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:45:32,500,0,237,0,2908870,5625202,1695951,5628879,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:45:53,500,0,237,0,2908870,5625202,1695951,5628879,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:46:14,500,0,237,0,2908870,5625202,1695951,5628879,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:46:35,500,0,230,0,2905661,5625199,1695034,5628697,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:46:56,500,0,230,0,2905661,5625199,1695034,5628697,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:47:17,500,0,230,0,2905661,5625199,1695034,5628697,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:47:38,500,0,229,0,2903118,5624997,1694945,5628807,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:47:59,500,0,229,0,2903118,5624997,1694945,5628807,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:48:20,500,0,229,0,2903118,5624997,1694945,5628807,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:48:41,500,0,225,0,2900732,5625121,1694362,5628346,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:49:02,500,0,225,0,2900732,5625121,1694362,5628346,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:49:23,500,0,225,0,2900732,5625121,1694362,5628346,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:49:44,500,0,224,0,2898413,5625396,1694180,5629077,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:50:05,500,0,224,0,2898413,5625396,1694180,5629077,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:50:26,500,0,224,0,2898413,5625396,1694180,5629077,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:50:47,500,0,222,0,2896267,5625608,1693906,5629082,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:51:08,500,0,222,0,2896267,5625608,1693906,5629082,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:51:29,500,0,222,0,2896267,5625608,1693906,5629082,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:51:50,500,0,222,0,2894080,5625433,1693925,5629307,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:52:11,500,0,222,0,2894080,5625433,1693925,5629307,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:52:32,500,0,222,0,2894080,5625433,1693925,5629307,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:52:53,500,0,223,0,2891399,5625026,1694138,5628859,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:53:14,500,0,223,0,2891399,5625026,1694138,5628859,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:53:35,500,0,223,0,2891399,5625026,1694138,5628859,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:53:56,500,0,221,0,2889767,5624927,1693891,5629220,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:54:17,500,0,221,0,2889767,5624927,1693891,5629220,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:54:38,500,0,221,0,2889767,5624927,1693891,5629220,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:54:59,500,0,217,0,2887912,5624407,1693240,5629563,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:55:20,500,0,217,0,2887912,5624407,1693240,5629563,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:55:41,500,0,217,0,2887912,5624407,1693240,5629563,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:56:02,500,0,214,0,2886113,5624682,1692886,5629573,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:56:23,500,0,214,0,2886113,5624682,1692886,5629573,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:56:44,500,0,214,0,2886113,5624682,1692886,5629573,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:57:05,500,0,214,0,2886113,5624682,1692886,5629573,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:57:26,500,0,214,0,2886113,5624682,1692886,5629573,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:57:47,500,0,214,0,2886113,5624682,1692886,5629573,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:58:08,500,0,214,0,2884856,5625148,1692847,5629724,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:58:29,500,0,214,0,2884856,5625148,1692847,5629724,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:58:51,500,0,214,0,2884856,5625148,1692847,5629724,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:59:12,500,0,217,0,2883258,5625247,1693268,5629895,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:59:33,500,0,217,0,2883258,5625247,1693268,5629895,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 02:59:54,500,0,217,0,2883258,5625247,1693268,5629895,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:00:15,500,0,215,0,2882151,5625310,1693099,5629911,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:00:36,500,0,215,0,2882151,5625310,1693099,5629911,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:00:57,500,0,215,0,2882151,5625310,1693099,5629911,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:01:18,500,0,217,0,2881358,5625183,1693339,5630057,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:01:39,500,0,217,0,2881358,5625183,1693339,5630057,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:02:00,500,0,217,0,2881358,5625183,1693339,5630057,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:02:21,500,0,212,0,2879479,5625073,1692666,5630157,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:02:42,500,0,212,0,2879479,5625073,1692666,5630157,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:03:03,500,0,212,0,2879479,5625073,1692666,5630157,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:03:24,500,0,207,0,2877931,5624847,1692030,5630255,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:03:45,500,0,207,0,2877931,5624847,1692030,5630255,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:04:06,500,0,207,0,2877931,5624847,1692030,5630255,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:04:27,500,0,208,0,2876810,5625049,1692044,5630562,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:04:48,500,0,208,0,2876810,5625049,1692044,5630562,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:05:09,500,0,208,0,2876810,5625049,1692044,5630562,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:05:30,500,0,208,0,2876810,5625049,1692044,5630562,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:05:51,500,0,207,0,2875434,5624841,1691966,5630151,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:06:12,500,0,207,0,2875434,5624841,1691966,5630151,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:06:33,500,0,207,0,2875434,5624841,1691966,5630151,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:06:54,500,0,199,0,2874363,5624525,1691079,5630231,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:07:15,500,0,199,0,2874363,5624525,1691079,5630231,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:07:36,500,0,199,0,2874363,5624525,1691079,5630231,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:07:57,500,0,201,0,2873765,5624025,1691154,5629815,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:08:18,500,0,201,0,2873765,5624025,1691154,5629815,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:08:39,500,0,201,0,2873765,5624025,1691154,5629815,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:09:00,500,0,193,0,2872800,5623723,1690362,5629407,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:09:21,500,0,193,0,2872800,5623723,1690362,5629407,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:09:42,500,0,193,0,2872800,5623723,1690362,5629407,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:10:03,500,0,196,0,2871537,5623918,1690733,5629502,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:10:24,500,0,196,0,2871537,5623918,1690733,5629502,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:10:45,500,0,196,0,2871537,5623918,1690733,5629502,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:11:06,500,0,194,0,2871598,5624298,1690483,5629598,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:11:27,500,0,194,0,2871598,5624298,1690483,5629598,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:11:48,500,0,194,0,2871598,5624298,1690483,5629598,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:12:09,500,0,197,0,2870356,5624471,1690782,5629183,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:12:30,500,0,197,0,2870356,5624471,1690782,5629183,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:12:51,500,0,197,0,2870356,5624471,1690782,5629183,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:13:12,500,0,210,0,2885392,5624633,1692317,5628660,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:13:33,500,0,210,0,2885392,5624633,1692317,5628660,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:13:54,500,0,210,0,2885392,5624633,1692317,5628660,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:14:15,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:14:36,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:14:57,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:15:18,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:15:40,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:16:01,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:16:22,500,0,209,0,2892913,5624358,1692187,5628302,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:16:43,500,0,209,0,2892913,5624358,1692187,5628302,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:17:04,500,0,209,0,2892913,5624358,1692187,5628302,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:17:25,500,0,207,0,2894840,5624251,1692007,5627783,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:17:46,500,0,207,0,2894840,5624251,1692007,5627783,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:18:07,500,0,207,0,2894840,5624251,1692007,5627783,500,655.35,655.35,-0.01,HOME
