Device,Date,CO,NO2,SO2,O3,rawCO,rawNO2,rawSO2,rawO3,AQI,Temp,Humid,Press,Place
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:15:39,500,0,213,0,2840449,5623983,1692831,5625684,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:16:00,500,0,218,0,2839792,5623697,1693365,5624816,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:16:21,500,0,218,0,2839792,5623697,1693365,5624816,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:16:42,500,0,218,0,2839792,5623697,1693365,5624816,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:17:03,500,0,216,0,2838784,5623661,1693132,5625289,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:17:24,500,0,216,0,2838784,5623661,1693132,5625289,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:17:45,500,0,216,0,2838784,5623661,1693132,5625289,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:18:06,500,0,217,0,2838099,5623589,1693275,5625370,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:18:48,500,0,217,0,2838099,5623589,1693275,5625370,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:19:30,500,0,215,0,2836402,5623858,1693054,5625317,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:19:51,500,0,215,0,2836402,5623858,1693054,5625317,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:20:12,500,0,212,0,2834726,5623523,1692577,5625768,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:20:33,500,0,212,0,2834726,5623523,1692577,5625768,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:20:54,500,0,212,0,2834726,5623523,1692577,5625768,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:21:15,500,0,212,0,2833287,5623725,1692687,5625918,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:21:36,500,0,212,0,2833287,5623725,1692687,5625918,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:21:57,500,0,212,0,2833287,5623725,1692687,5625918,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:22:18,500,0,212,0,2833287,5623725,1692687,5625918,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:22:39,500,0,208,0,2832219,5623603,1692142,5626748,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:23:00,500,0,208,0,2832219,5623603,1692142,5626748,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:23:21,500,0,208,0,2832219,5623603,1692142,5626748,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:23:42,500,0,202,0,2829918,5623569,1691294,5626580,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:24:03,500,0,202,0,2829918,5623569,1691294,5626580,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:24:24,500,0,202,0,2829918,5623569,1691294,5626580,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:24:45,500,0,194,0,2826933,5623790,1690514,5627060,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:25:06,500,0,194,0,2826933,5623790,1690514,5627060,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:25:27,500,0,194,0,2826933,5623790,1690514,5627060,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:25:48,500,0,195,0,2824045,5624081,1690600,5627606,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:26:09,500,0,195,0,2824045,5624081,1690600,5627606,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:26:30,500,0,195,0,2824045,5624081,1690600,5627606,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:26:51,500,0,178,0,2821489,5624386,1688794,5627665,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:27:12,500,0,178,0,2821489,5624386,1688794,5627665,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:27:33,500,0,178,0,2821489,5624386,1688794,5627665,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:27:54,500,0,178,0,2821489,5624386,1688794,5627665,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:28:15,500,0,178,0,2821489,5624386,1688794,5627665,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:28:36,500,0,178,0,2821489,5624386,1688794,5627665,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:28:57,500,0,185,0,2819539,5624697,1689519,5626796,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:29:18,500,0,185,0,2819539,5624697,1689519,5626796,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:29:39,500,0,185,0,2819539,5624697,1689519,5626796,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:30:01,500,0,184,0,2816698,5624444,1689507,5626467,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:30:22,500,0,184,0,2816698,5624444,1689507,5626467,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:31:04,500,0,177,0,2814188,5624495,1688750,5626020,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:31:25,500,0,177,0,2814188,5624495,1688750,5626020,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:31:46,500,0,177,0,2814188,5624495,1688750,5626020,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:32:07,500,0,181,0,2811744,5624866,1689146,5626114,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:32:28,500,0,181,0,2811744,5624866,1689146,5626114,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:32:49,500,0,181,0,2811744,5624866,1689146,5626114,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:33:10,500,0,184,0,2809303,5625065,1689435,5625976,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:33:31,500,0,184,0,2809303,5625065,1689435,5625976,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:33:52,500,0,184,0,2809303,5625065,1689435,5625976,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:34:13,500,0,179,0,2807225,5625177,1688883,5626134,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:34:34,500,0,179,0,2807225,5625177,1688883,5626134,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:34:55,500,0,179,0,2807225,5625177,1688883,5626134,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:35:16,500,0,176,0,2805352,5625207,1688590,5626561,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:35:37,500,0,176,0,2805352,5625207,1688590,5626561,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:35:58,500,0,176,0,2805352,5625207,1688590,5626561,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:36:19,500,0,164,0,2802168,5625409,1687343,5626746,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:36:40,500,0,164,0,2802168,5625409,1687343,5626746,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:37:01,500,0,164,0,2802168,5625409,1687343,5626746,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:37:22,500,0,165,0,2799741,5625099,1687417,5627017,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:37:43,500,0,165,0,2799741,5625099,1687417,5627017,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:38:04,500,0,165,0,2799741,5625099,1687417,5627017,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:38:25,500,0,170,0,2797177,5625269,1688005,5627257,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:38:46,500,0,170,0,2797177,5625269,1688005,5627257,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:39:07,500,0,170,0,2797177,5625269,1688005,5627257,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:39:28,500,0,162,0,2794677,5625121,1687192,5627642,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:39:49,500,0,162,0,2794677,5625121,1687192,5627642,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:40:10,500,0,162,0,2794677,5625121,1687192,5627642,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:40:31,500,0,164,0,2792614,5625268,1687319,5627268,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:40:52,500,0,164,0,2792614,5625268,1687319,5627268,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:41:13,500,0,164,0,2792614,5625268,1687319,5627268,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:41:34,500,0,165,0,2790885,5625032,1687452,5627125,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:41:55,500,0,165,0,2790885,5625032,1687452,5627125,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:42:16,500,0,165,0,2790885,5625032,1687452,5627125,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:42:37,500,0,173,0,2789335,5625170,1688259,5626690,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:42:58,500,0,173,0,2789335,5625170,1688259,5626690,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:43:19,500,0,173,0,2789335,5625170,1688259,5626690,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:43:40,500,0,167,0,2787739,5625206,1687682,5626912,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:44:01,500,0,167,0,2787739,5625206,1687682,5626912,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:44:22,500,0,167,0,2787739,5625206,1687682,5626912,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:44:43,500,0,174,0,2786673,5625109,1688427,5626975,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:45:04,500,0,174,0,2786673,5625109,1688427,5626975,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:45:25,500,0,174,0,2786673,5625109,1688427,5626975,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:45:46,500,0,174,0,2786673,5625109,1688427,5626975,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:46:07,500,0,174,0,2786673,5625109,1688427,5626975,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:46:28,500,0,174,0,2786673,5625109,1688427,5626975,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:46:49,500,0,174,0,2786673,5625109,1688427,5626975,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:47:10,500,0,179,0,2785828,5625000,1688982,5627112,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:47:31,500,0,179,0,2785828,5625000,1688982,5627112,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:47:52,500,0,179,0,2785828,5625000,1688982,5627112,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:48:13,500,0,176,0,2785611,5625257,1688608,5627477,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:48:34,500,0,176,0,2785611,5625257,1688608,5627477,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:48:56,500,0,176,0,2785611,5625257,1688608,5627477,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:49:17,500,0,175,0,2784686,5624945,1688462,5628034,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:49:38,500,0,175,0,2784686,5624945,1688462,5628034,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:49:59,500,0,175,0,2784686,5624945,1688462,5628034,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:50:20,500,0,170,0,2783448,5624857,1687932,5628260,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:50:41,500,0,170,0,2783448,5624857,1687932,5628260,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:51:02,500,0,170,0,2783448,5624857,1687932,5628260,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:51:23,500,0,169,0,2782014,5624530,1687903,5628035,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:51:44,500,0,169,0,2782014,5624530,1687903,5628035,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:52:05,500,0,169,0,2782014,5624530,1687903,5628035,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:52:26,500,0,174,0,2780904,5624693,1688366,5627810,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:52:47,500,0,174,0,2780904,5624693,1688366,5627810,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:53:08,500,0,174,0,2780904,5624693,1688366,5627810,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:53:29,500,0,174,0,2779366,5624349,1688426,5627072,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:53:50,500,0,174,0,2779366,5624349,1688426,5627072,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:54:11,500,0,174,0,2779366,5624349,1688426,5627072,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:54:32,500,0,181,0,2778678,5624494,1689115,5626777,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:54:53,500,0,181,0,2778678,5624494,1689115,5626777,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:55:14,500,0,181,0,2778678,5624494,1689115,5626777,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:55:35,500,0,179,0,2778246,5624666,1688974,5626099,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:55:56,500,0,179,0,2778246,5624666,1688974,5626099,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:56:17,500,0,179,0,2778246,5624666,1688974,5626099,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:56:38,500,0,179,0,2778193,5624618,1688946,5626102,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:56:59,500,0,179,0,2778193,5624618,1688946,5626102,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:57:20,500,0,179,0,2778193,5624618,1688946,5626102,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:57:41,500,0,188,0,2777846,5624650,1689915,5626081,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:58:02,500,0,188,0,2777846,5624650,1689915,5626081,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:58:23,500,0,188,0,2777846,5624650,1689915,5626081,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:58:44,500,0,195,0,2777164,5624320,1690620,5625794,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:59:06,500,0,195,0,2777164,5624320,1690620,5625794,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:59:27,500,0,195,0,2777164,5624320,1690620,5625794,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:59:48,500,0,190,0,2776897,5624052,1690123,5626448,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:00:09,500,0,190,0,2776897,5624052,1690123,5626448,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:00:30,500,0,190,0,2776897,5624052,1690123,5626448,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:00:51,500,0,191,0,2776165,5624149,1690243,5626795,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:01:12,500,0,191,0,2776165,5624149,1690243,5626795,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:01:33,500,0,191,0,2776165,5624149,1690243,5626795,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:01:54,500,0,190,0,2776223,5624195,1690106,5626522,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:02:15,500,0,190,0,2776223,5624195,1690106,5626522,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:02:36,500,0,190,0,2776223,5624195,1690106,5626522,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:02:57,500,0,193,0,2775638,5624319,1690421,5626743,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:03:18,500,0,193,0,2775638,5624319,1690421,5626743,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:03:39,500,0,193,0,2775638,5624319,1690421,5626743,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:04:00,500,0,193,0,2775638,5624319,1690421,5626743,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:04:21,500,0,193,0,2775638,5624319,1690421,5626743,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:04:42,500,0,193,0,2775638,5624319,1690421,5626743,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:05:04,500,0,186,0,2774608,5624371,1689624,5626762,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:05:25,500,0,186,0,2774608,5624371,1689624,5626762,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:05:46,500,0,186,0,2774608,5624371,1689624,5626762,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:06:07,500,0,185,0,2773645,5624623,1689522,5626945,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:06:28,500,0,185,0,2773645,5624623,1689522,5626945,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:06:49,500,0,185,0,2773645,5624623,1689522,5626945,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:07:10,500,0,186,0,2773033,5624792,1689654,5626724,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:07:31,500,0,186,0,2773033,5624792,1689654,5626724,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:07:52,500,0,186,0,2773033,5624792,1689654,5626724,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:08:13,500,0,193,0,2772353,5624758,1690456,5626366,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:08:34,500,0,193,0,2772353,5624758,1690456,5626366,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:08:55,500,0,193,0,2772353,5624758,1690456,5626366,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:09:16,500,0,187,0,2771733,5624846,1689815,5626378,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:09:37,500,0,187,0,2771733,5624846,1689815,5626378,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:09:58,500,0,187,0,2771733,5624846,1689815,5626378,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:10:19,500,0,187,0,2771733,5624846,1689815,5626378,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:10:40,500,0,172,0,2770758,5624746,1688152,5627085,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:11:01,500,0,172,0,2770758,5624746,1688152,5627085,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:11:22,500,0,172,0,2770758,5624746,1688152,5627085,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:11:43,500,0,169,0,2769671,5625226,1687922,5627700,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 05:12:04,500,0,169,0,2769671,5625226,1687922,5627700,500,655.35,655.35,-0.01,HOME